ell,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10
1266,1.226040216445E-10,1.156400544623E-10,1.011481779245E-10,9.873421653982E-11,1.070303335643E-10,1.061485699909E-10,1.260865466587E-10,1.007662527559E-10,8.97241700651E-11,1.118537861298E-10
1267,1.220874129578E-10,1.151094024293E-10,1.007878951787E-10,9.847252114507E-11,1.068410421744E-10,1.057738430023E-10,1.255003587545E-10,1.003508609959E-10,8.974005223949E-11,1.113703059707E-10
1268,1.21578158436E-10,1.145849169728E-10,1.004356741924E-10,9.821906759789E-11,1.066601595664E-10,1.054065208123E-10,1.249143092937E-10,9.994156558271E-11,8.976224552119E-11,1.108929607556E-10
1269,1.210763182166E-10,1.140667368335E-10,1.000915238978E-10,9.797383391069E-11,1.064876719155E-10,1.050466727043E-10,1.243285517749E-10,9.953845670169E-11,8.979065789015E-11,1.104218679375E-10
1270,1.205819276858E-10,1.135550014588E-10,9.975542961586E-11,9.773677563529E-11,1.063235651075E-10,1.0469436821E-10,1.237432293775E-10,9.914162494625E-11,8.982519660158E-11,1.099571455446E-10
1271,1.200950222574E-10,1.130498510034E-10,9.94273763735E-11,9.750784784346E-11,1.061678247386E-10,1.043496771102E-10,1.231584861431E-10,9.875116131834E-11,8.986576818445E-11,1.094989121814E-10
1272,1.196156373729E-10,1.12551426331E-10,9.910734890294E-11,9.728700512578E-11,1.060204361141E-10,1.040126694349E-10,1.225744669767E-10,9.836715722922E-11,8.991227843994E-11,1.090472870297E-10
1273,1.191438085014E-10,1.120598690154E-10,9.879533164102E-11,9.707420159062E-11,1.058813842482E-10,1.036834154637E-10,1.21991317649E-10,9.798970450011E-11,8.996463243992E-11,1.086023898494E-10
1274,1.186795711391E-10,1.115753213418E-10,9.849130872844E-11,9.686939086303E-11,1.05750653863E-10,1.033619857261E-10,1.214091847974E-10,9.761889536289E-11,9.002273452547E-11,1.081643409798E-10
1275,1.182229608101E-10,1.11097926308E-10,9.819526400909E-11,9.667252608366E-11,1.05628229388E-10,1.030484510019E-10,1.208282159283E-10,9.725482246079E-11,9.008648830527E-11,1.077332613406E-10
1276,1.177740130652E-10,1.106278276258E-10,9.790718102928E-11,9.648355990768E-11,1.055140949592E-10,1.027428823217E-10,1.202485594181E-10,9.689757884909E-11,9.015579665417E-11,1.073092724324E-10
1277,1.17332763483E-10,1.101651697222E-10,9.762704303706E-11,9.630244450369E-11,1.054082344184E-10,1.02445350967E-10,1.196703645154E-10,9.65472579958E-11,9.02305617116E-11,1.068924963387E-10
1278,1.168992476687E-10,1.097100977407E-10,9.735483298149E-11,9.612913155266E-11,1.053106313128E-10,1.021559284708E-10,1.190937813424E-10,9.620395378232E-11,9.031068488007E-11,1.064830557257E-10
1279,1.164735012549E-10,1.092627575424E-10,9.709053351191E-11,9.596357224684E-11,1.052212688938E-10,1.018746866177E-10,1.185189608967E-10,9.586776050419E-11,9.039606682367E-11,1.060810738445E-10
1280,1.160555599008E-10,1.088232957075E-10,9.683412697724E-11,9.580571728865E-11,1.051401301168E-10,1.016016974446E-10,1.179460550527E-10,9.553877287172E-11,9.048660746649E-11,1.056866745313E-10
1281,1.156454592928E-10,1.083918595365E-10,9.658559542525E-11,9.565551688963E-11,1.0506719764E-10,1.013370332406E-10,1.173752165635E-10,9.521708601071E-11,9.058220599116E-11,1.052999822086E-10
1282,1.152432351439E-10,1.079685970515E-10,9.634492060183E-11,9.551292076937E-11,1.050024538242E-10,1.010807665478E-10,1.168065990625E-10,9.490279546313E-11,9.068276083728E-11,1.049211218864E-10
1283,1.148489231938E-10,1.075536569973E-10,9.611208395033E-11,9.537787815437E-11,1.049458807315E-10,1.008329701614E-10,1.162403570651E-10,9.459599718782E-11,9.078816969992E-11,1.045502191631E-10
1284,1.144625592089E-10,1.071471888428E-10,9.588706661074E-11,9.525033777703E-11,1.048974601253E-10,1.005937171302E-10,1.156766459701E-10,9.429678756115E-11,9.089832952807E-11,1.041874002264E-10
1285,1.14084178982E-10,1.067493174727E-10,9.566984941909E-11,9.513024787451E-11,1.048571571648E-10,1.003630591669E-10,1.151156220617E-10,9.400526337775E-11,9.101313179282E-11,1.038327685584E-10
1286,1.137138183324E-10,1.063600669451E-10,9.546041290662E-11,9.50175561877E-11,1.048248712895E-10,1.001409616096E-10,1.14557442511E-10,9.372152185116E-11,9.113244823586E-11,1.034863347571E-10
1287,1.133515131057E-10,1.059794358688E-10,9.525873729915E-11,9.491220996008E-11,1.048004847749E-10,9.992736772107E-11,1.140022653777E-10,9.344566061454E-11,9.125614495578E-11,1.031480859182E-10
1288,1.12997299174E-10,1.05607422634E-10,9.506480251631E-11,9.481415593669E-11,1.047838789836E-10,9.972222021047E-11,1.134502496115E-10,9.317777772135E-11,9.138408712184E-11,1.028180088584E-10
1289,1.126512124353E-10,1.052440254113E-10,9.487858817085E-11,9.472334036302E-11,1.04774934364E-10,9.952546123197E-11,1.129015550544E-10,9.291797164604E-11,9.15161389721E-11,1.024960901145E-10
1290,1.123132888138E-10,1.048892421513E-10,9.470007356789E-11,9.463970898393E-11,1.04773530448E-10,9.933703238362E-11,1.123563424414E-10,9.266634128476E-11,9.165216381154E-11,1.02182315943E-10
1291,1.119835642597E-10,1.045430705844E-10,9.452923770425E-11,9.456320704259E-11,1.047795458493E-10,9.915687470613E-11,1.118147734033E-10,9.242296338493E-11,9.179202401023E-11,1.018766723192E-10
1292,1.116620747493E-10,1.042055082195E-10,9.436605926766E-11,9.449377927935E-11,1.047928582614E-10,9.898492868165E-11,1.112770104672E-10,9.218782455297E-11,9.193558100142E-11,1.015791449363E-10
1293,1.113488562846E-10,1.038765523441E-10,9.421051663613E-11,9.443136993074E-11,1.048133444558E-10,9.882113423257E-11,1.10743217059E-10,9.196088847797E-11,9.20826952797E-11,1.012897192054E-10
1294,1.110439448933E-10,1.035562000233E-10,9.406258787716E-11,9.437592272829E-11,1.0484088028E-10,9.866543072033E-11,1.102135575048E-10,9.174211843198E-11,9.223322639912E-11,1.010083802543E-10
1295,1.10747376629E-10,1.032444480994E-10,9.392225074706E-11,9.432738089751E-11,1.048753406558E-10,9.851775694415E-11,1.096881970324E-10,9.153147726906E-11,9.238703297133E-11,1.007351129267E-10
1296,1.104591875707E-10,1.029412931914E-10,9.378948269021E-11,9.428568715683E-11,1.04916599577E-10,9.837805113989E-11,1.091673017732E-10,9.132892742438E-11,9.254397266371E-11,1.004699017821E-10
1297,1.101794138229E-10,1.026467316944E-10,9.366426083837E-11,9.425078371642E-11,1.049645301082E-10,9.824625097878E-11,1.086510387635E-10,9.113443091325E-11,9.270390219751E-11,1.002127310945E-10
1298,1.099080915157E-10,1.023607597787E-10,9.354656200992E-11,9.422261227723E-11,1.050190043823E-10,9.812229356626E-11,1.081395759468E-10,9.094794933019E-11,9.286667734597E-11,9.996358485226E-11
1299,1.096452568045E-10,1.020833733899E-10,9.343636270919E-11,9.420111402982E-11,1.050798935986E-10,9.800611544071E-11,1.076330821747E-10,9.076944384803E-11,9.303215293247E-11,9.972244675702E-11
1300,1.093909458698E-10,1.018145682477E-10,9.33336391257E-11,9.41862296533E-11,1.051470680215E-10,9.789765257233E-11,1.07131727209E-10,9.059887521691E-11,9.320018282864E-11,9.948930022321E-11
1301,1.091451949175E-10,1.015543398455E-10,9.323836713347E-11,9.417789931429E-11,1.052203969779E-10,9.779684036181E-11,1.066356817234E-10,9.043620376342E-11,9.337061995251E-11,9.926412837733E-11
1302,1.089080401784E-10,1.013026834502E-10,9.315052229027E-11,9.417606266576E-11,1.052997488559E-10,9.770361363923E-11,1.061451173048E-10,9.02813893896E-11,9.354331626665E-11,9.904691405727E-11
1303,1.086795179085E-10,1.010595941011E-10,9.307007983697E-11,9.418065884604E-11,1.053849911024E-10,9.761790666279E-11,1.056602064556E-10,9.013439157205E-11,9.371812277628E-11,9.883763981165E-11
1304,1.084596643885E-10,1.008250666097E-10,9.299701469671E-11,9.419162647764E-11,1.054759902218E-10,9.75396531176E-11,1.051811225944E-10,8.999516936096E-11,9.389488952741E-11,9.863628789912E-11
1305,1.082485159242E-10,1.005990955588E-10,9.293130147431E-11,9.420890366627E-11,1.055726117733E-10,9.74687861145E-11,1.047080400585E-10,8.986368137921E-11,9.4073465605E-11,9.84428402877E-11
1306,1.080461088458E-10,1.003816753023E-10,9.287291445544E-11,9.423242799967E-11,1.056747203698E-10,9.740523818882E-11,1.042411341054E-10,8.973988582141E-11,9.425369913105E-11,9.82572786541E-11
1307,1.078524601682E-10,1.001727999645E-10,9.282181431961E-11,9.426212716042E-11,1.057821796755E-10,9.734894129919E-11,1.037805595198E-10,8.962374045295E-11,9.443543726277E-11,9.807958438301E-11
1308,1.076675093325E-10,9.997246343943E-11,9.277790811767E-11,9.429789065145E-11,1.058948524044E-10,9.729982682632E-11,1.03326386171E-10,8.951520260913E-11,9.461852619069E-11,9.790973856648E-11
1309,1.074911758121E-10,9.978065939025E-11,9.274108884513E-11,9.433959775208E-11,1.060126003181E-10,9.725782557178E-11,1.028786627384E-10,8.941422919415E-11,9.480281113679E-11,9.774772200319E-11
1310,1.07323378393E-10,9.959738124889E-11,9.271124868628E-11,9.438712687372E-11,1.061352842238E-10,9.722286775681E-11,1.024374380401E-10,8.932077668021E-11,9.498813635266E-11,9.75935151978E-11
1311,1.071640351717E-10,9.942262221534E-11,9.268827901255E-11,9.444035555816E-11,1.062627639729E-10,9.71948830211E-11,1.020027610332E-10,8.923480110657E-11,9.517434511762E-11,9.744709836025E-11
1312,1.070130635541E-10,9.925637525709E-11,9.267207038082E-11,9.449916047583E-11,1.063948984587E-10,9.717380042157E-11,1.015746808142E-10,8.915625807863E-11,9.536127973682E-11,9.730845140512E-11
1313,1.068703802541E-10,9.909863310858E-11,9.26625125318E-11,9.456341742402E-11,1.065315456146E-10,9.715954843117E-11,1.011532466186E-10,8.908510276697E-11,9.554878153944E-11,9.717755395092E-11
1314,1.06735901292E-10,9.894938827063E-11,9.265949438836E-11,9.463300132517E-11,1.066725624123E-10,9.715205493769E-11,1.007385078218E-10,8.902128990641E-11,9.573669087675E-11,9.705438531941E-11
1315,1.066095419931E-10,9.880863300988E-11,9.266290405391E-11,9.470778622514E-11,1.068178048598E-10,9.715124724249E-11,1.003305139385E-10,8.896477379513E-11,9.592484712031E-11,9.693892453493E-11
1316,1.064912169864E-10,9.86763593582E-11,9.267262881072E-11,9.478764529145E-11,1.069671279997E-10,9.715705205936E-11,9.992931462346E-11,8.891550829365E-11,9.611308866006E-11,9.683115032375E-11
1317,1.06380840203E-10,9.855255911212E-11,9.268855511827E-11,9.487245081153E-11,1.071203859069E-10,9.716939551326E-11,9.953495967124E-11,8.887344682398E-11,9.630125290244E-11,9.673104111334E-11
1318,1.062783248747E-10,9.84372238323E-11,9.271056861161E-11,9.496207419101E-11,1.072774316872E-10,9.718820313912E-11,9.91474990166E-11,8.883854236861E-11,9.648917626859E-11,9.663857503172E-11
1319,1.061835835324E-10,9.833034484292E-11,9.273855409971E-11,9.505638595195E-11,1.074381174751E-10,9.721339988066E-11,9.876698273457E-11,8.881074746963E-11,9.667669419241E-11,9.65537299068E-11
1320,1.06096528005E-10,9.82319132311E-11,9.277239556381E-11,9.515525573113E-11,1.07602294432E-10,9.724491008913E-11,9.839346104059E-11,8.879001422778E-11,9.686364111874E-11,9.647648326566E-11
1321,1.060170694177E-10,9.81419198464E-11,9.281197615576E-11,9.525855227826E-11,1.077698127443E-10,9.728265752214E-11,9.802698429069E-11,8.877629430148E-11,9.704985050146E-11,9.640681233392E-11
1322,1.059451181908E-10,9.806035530018E-11,9.285717819637E-11,9.53661434543E-11,1.079405216215E-10,9.732656534242E-11,9.766760298167E-11,8.876953890597E-11,9.723515480166E-11,9.6344694035E-11
1323,1.058805840378E-10,9.798720996505E-11,9.290788317377E-11,9.547789622968E-11,1.081142692943E-10,9.737655611665E-11,9.731536775119E-11,8.876969881228E-11,9.741938548573E-11,9.62901049895E-11
1324,1.058233759645E-10,9.792245779199E-11,9.296397174174E-11,9.559367668257E-11,1.082909049951E-10,9.743254383232E-11,9.697032937799E-11,8.877672434638E-11,9.760238450218E-11,9.624300789508E-11
1325,1.057734022671E-10,9.786600756714E-11,9.302532371808E-11,9.571334999713E-11,1.084702849263E-10,9.749440985447E-11,9.663253878201E-11,8.879056538818E-11,9.778403885434E-11,9.620331050283E-11
1326,1.057305705312E-10,9.78177511156E-11,9.309181808296E-11,9.58367804618E-11,1.086522663543E-10,9.756202670107E-11,9.630204702455E-11,8.881117137066E-11,9.796424640574E-11,9.617090618655E-11
1327,1.056947876299E-10,9.777757943318E-11,9.316333297725E-11,9.59638314675E-11,1.088367056309E-10,9.763526599899E-11,9.597890530845E-11,8.883849127886E-11,9.8142904435E-11,9.614568751938E-11
1328,1.056659597227E-10,9.774538268484E-11,9.323974570088E-11,9.609436550598E-11,1.090234581921E-10,9.771399848235E-11,9.566316497821E-11,8.8872473649E-11,9.831990963476E-11,9.612754627226E-11
1329,1.05643992254E-10,9.772105020289E-11,9.332093271117E-11,9.622824416797E-11,1.09212378556E-10,9.779809399064E-11,9.535487752017E-11,8.891306656754E-11,9.849515811059E-11,9.61163734123E-11
1330,1.056287899514E-10,9.770447048541E-11,9.340676962124E-11,9.636532814154E-11,1.094033203211E-10,9.788742146707E-11,9.505409456264E-11,8.896021767021E-11,9.866854537991E-11,9.611205910116E-11
1331,1.056202568247E-10,9.769553119453E-11,9.349713119827E-11,9.65054772103E-11,1.095961361647E-10,9.798184895675E-11,9.476086787611E-11,8.901386338033E-11,9.883996637091E-11,9.611449269344E-11
1332,1.05618296164E-10,9.769411915474E-11,9.359189136193E-11,9.664855025166E-11,1.09790677841E-10,9.808124360494E-11,9.447524937333E-11,8.907389649611E-11,9.900931542149E-11,9.612356273509E-11
1333,1.056228105386E-10,9.770012035126E-11,9.369092318267E-11,9.679440523512E-11,1.099867961791E-10,9.818547165534E-11,9.419729110952E-11,8.914019824542E-11,9.917648627812E-11,9.613915696178E-11
1334,1.056337017954E-10,9.771341992833E-11,9.379409888012E-11,9.694289922052E-11,1.101843410819E-10,9.829439844827E-11,9.392704528253E-11,8.92126490126E-11,9.934137209482E-11,9.616116229731E-11
1335,1.056508710575E-10,9.773390218755E-11,9.39012898214E-11,9.709388835627E-11,1.103831615238E-10,9.840788841894E-11,9.366456423295E-11,8.929112833677E-11,9.950386543206E-11,9.618946485198E-11
1336,1.056742187227E-10,9.776145058618E-11,9.401236651946E-11,9.724722787765E-11,1.105831055491E-10,9.852580509572E-11,9.34099004443E-11,8.937551491021E-11,9.966385825565E-11,9.622394992099E-11
1337,1.057036444621E-10,9.779594773549E-11,9.412719863149E-11,9.740277210506E-11,1.107840202702E-10,9.864801109835E-11,9.316310654317E-11,8.946568657666E-11,9.98212419357E-11,9.626450198284E-11
1338,1.057390472188E-10,9.78372753991E-11,9.424565495722E-11,9.756037444223E-11,1.10985751866E-10,9.877436813618E-11,9.292423529941E-11,8.956152032968E-11,9.997590724549E-11,9.631100469769E-11
1339,1.057803252062E-10,9.788531449124E-11,9.436760343725E-11,9.771988737457E-11,1.1118814558E-10,9.890473700645E-11,9.269333962623E-11,8.966289231096E-11,1.001277443605E-10,9.636334090579E-11
1340,1.058273759066E-10,9.793994507514E-11,9.449291115148E-11,9.788116246735E-11,1.113910457185E-10,9.903897759249E-11,9.247047258039E-11,8.976967780869E-11,1.00276642857E-10,9.642139262584E-11
1341,1.058800960701E-10,9.800104636131E-11,9.462144431736E-11,9.8044050364E-11,1.115942956491E-10,9.917694886199E-11,9.225568736237E-11,8.988175125589E-11,1.004224917116E-10,9.64850410534E-11
1342,1.059383817126E-10,9.806849670591E-11,9.475306828831E-11,9.820840078435E-11,1.117977377985E-10,9.931850886525E-11,9.204903731647E-11,8.999898622872E-11,1.005651792995E-10,9.655416655927E-11
1343,1.060021281148E-10,9.814217360901E-11,9.488764755206E-11,9.83740625229E-11,1.120012136513E-10,9.946351473339E-11,9.185057593104E-11,9.012125544483E-11,1.007045933937E-10,9.662864868787E-11
1344,1.060712298207E-10,9.822195371298E-11,9.502504572896E-11,9.854088344709E-11,1.122045637478E-10,9.961182267663E-11,9.166035683857E-11,9.024843076171E-11,1.008406211641E-10,9.670836615566E-11
1345,1.061455806359E-10,9.830771280077E-11,9.516512557037E-11,9.870871049554E-11,1.124076276824E-10,9.976328798252E-11,9.147843381589E-11,9.038038317501E-11,1.009731491759E-10,9.679319684951E-11
1346,1.062250694519E-10,9.839932579426E-11,9.530775148374E-11,9.887739620406E-11,1.12610244102E-10,9.991776501416E-11,9.130484199624E-11,9.05169828169E-11,1.011020633892E-10,9.688301782508E-11
1347,1.063095676707E-10,9.849666675255E-11,9.545279714127E-11,9.904681836486E-11,1.128122507039E-10,1.000751072085E-10,9.113954128199E-11,9.065809895436E-11,1.012272491574E-10,9.697770530524E-11
1348,1.063989416407E-10,9.859960887032E-11,9.560013795066E-11,9.921686057745E-11,1.130134842344E-10,1.002351670745E-10,9.098247231752E-11,9.080359998757E-11,1.013485912262E-10,9.707713467843E-11
1349,1.064930568172E-10,9.870802447616E-11,9.574964853429E-11,9.938740573893E-11,1.132137804866E-10,1.003977961915E-10,9.08335752204E-11,9.095335344821E-11,1.014659737327E-10,9.718118049709E-11
1350,1.065917777603E-10,9.882178503084E-11,9.590120272784E-11,9.955833604276E-11,1.134129742993E-10,1.005628452073E-10,9.069278958032E-11,9.110722599781E-11,1.015792802041E-10,9.728971647598E-11
1351,1.066949681334E-10,9.894076112569E-11,9.605467357873E-11,9.972953297735E-11,1.136108995547E-10,1.007301638365E-10,9.056005445799E-11,9.12650834261E-11,1.01688393557E-10,9.740261549067E-11
1352,1.068024907016E-10,9.90648224809E-11,9.620993334466E-11,9.990087732484E-11,1.138073891767E-10,1.008996008589E-10,9.043530838405E-11,9.142679064931E-11,1.017931960959E-10,9.751974957584E-11
1353,1.069142073299E-10,9.919383794384E-11,9.636685349214E-11,1.000722491597E-10,1.140022751294E-10,1.010710041172E-10,9.0318489358E-11,9.159221170853E-11,1.01893569512E-10,9.76409899237E-11
1354,1.070299789814E-10,9.93276754874E-11,9.6525304695E-11,1.002435278476E-10,1.141953884152E-10,1.012442205161E-10,9.02095348471E-11,9.176120976807E-11,1.019893948829E-10,9.776620688243E-11
1355,1.071496657155E-10,9.94662022083E-11,9.668515683287E-11,1.004145920438E-10,1.14386559073E-10,1.014190960196E-10,9.010838178528E-11,9.193364711374E-11,1.020805526706E-10,9.789526995447E-11
1356,1.072731266866E-10,9.960928432543E-11,9.684627898977E-11,1.005853196922E-10,1.145756161764E-10,1.015954756501E-10,9.001496657205E-11,9.210938515124E-11,1.021669227211E-10,9.802804779502E-11
1357,1.074002201418E-10,9.975678717815E-11,9.700853945256E-11,1.007555880236E-10,1.147623878323E-10,1.017732034861E-10,8.992922507142E-11,9.228828440446E-11,1.022483842628E-10,9.816440821034E-11
1358,1.075308034197E-10,9.990857522462E-11,9.717180570948E-11,1.009252735549E-10,1.149467011786E-10,1.019521226604E-10,8.985109261081E-11,9.247020451384E-11,1.023248159058E-10,9.83042181562E-11
1359,1.076647329483E-10,1.000645120402E-10,9.733594444868E-11,1.010942520874E-10,1.151283823829E-10,1.021320753588E-10,8.978050397996E-11,9.265500423468E-11,1.023960956407E-10,9.844734373624E-11
1360,1.078018642437E-10,1.002244603155E-10,9.750082155671E-11,1.012623987057E-10,1.153072566404E-10,1.023129028179E-10,8.971739342984E-11,9.284254143552E-11,1.024621008374E-10,9.859365020037E-11
1361,1.079420519078E-10,1.003882818553E-10,9.766630211706E-11,1.014295877762E-10,1.154831481726E-10,1.024944453238E-10,8.966169467158E-11,9.303267309644E-11,1.025227082443E-10,9.874300194316E-11
1362,1.080851496271E-10,1.00555837576E-10,9.783225040866E-11,1.01595692946E-10,1.156558802249E-10,1.026765422098E-10,8.961334087535E-11,9.322525530739E-11,1.025777939868E-10,9.889526250222E-11
1363,1.082310101708E-10,1.007269878058E-10,9.799852990441E-11,1.017605871414E-10,1.158252912371E-10,1.028590397154E-10,8.95722646693E-11,9.342014326657E-11,1.026272519941E-10,9.905029647303E-11
